Participant_ID,Age,Gender,Sport_Type,Experience_Years,Training_Method,Adaptation_Type,Session_Count,Session_Duration_Min,Training_Period_Weeks,Intervention_Intensity_Level,Intrinsic_Motivation,Extrinsic_Motivation,Anxiety_Level,Stress_Coping_Ability,Resilience_Index,Self_Confidence_Score,Performance_Score,Training_Adherence_Rate,Post_Session_Satisfaction_Score,Motivation_Gain,Confidence_Gain,Stress_Reduction_Percentage,Adaptation_Effectiveness_Score
17324,18.31463953,Male,Basketball,6.7251043,Self-talk,Feedback-based,19.14309124,49.15753166,8.159565765,High,77.10650987,64.39293453,9.879431621,66.48646827,47.35352663,76.45080861,74.61015076,86.17202685,84.18645988,0.17676331,12.93811731,15.64002945,5.520653406
17325,31.10846903,Male,Tennis,0.851921343,Goal-setting,AI-guided,15.26015416,71.48081706,10.52450772,Low,92.54461178,54.36253531,56.36482047,65.17520046,68.65769641,57.83798424,71.4581916,80.67540152,95.24186081,9.074177434,18.17609398,15.7325563,4.624956186
17326,24.48968516,Female,Athletics,4.520349809,Mindfulness,AI-guided,22.76199575,50.74745237,3.814714716,High,66.33524353,64.5741722,44.39106465,97.52941882,61.41983743,88.56026619,88.08523251,61.77223111,79.59934802,13.2629037,9.062975856,17.1964779,7.318541177
17327,25.4592965,Male,Tennis,4.375946574,Cognitive Restructuring,Feedback-based,10.6620812,27.63869511,9.42688948,Medium,60.10439571,71.3995759,26.68616883,81.51950166,85.44030024,49.13826993,49.33229362,65.4978438,96.41999983,4.693294943,18.71680679,4.563091906,11.18043265
17328,20.61505543,Male,Athletics,0.835795393,Visualization,Feedback-based,11.33457105,60.99386941,8.489598639,Medium,50.58628021,68.85770632,71.88741217,10.98019939,71.35636385,75.46227256,77.86473802,84.68209691,78.18000541,4.189475603,8.758481682,9.374297597,8.927465116
17329,27.98737066,Male,Football,7.732395846,Self-talk,AI-guided,12.68491579,53.78142149,9.060551767,Medium,79.18699307,65.59513318,15.76691725,71.43279768,85.64516678,72.27658377,95.07767093,68.08748165,71.871244,13.40385393,7.871610995,17.36151914,11.65166443
17330,25.24136033,Male,Basketball,3.233438572,Mindfulness,Feedback-based,13.12338431,63.30949092,5.048841915,High,72.90696653,67.99376347,36.90315596,97.80526239,66.95441835,60.9308371,86.9897118,58.83997632,70.99568725,8.906946638,0,0,9.235925086
17331,30.67893963,Male,Football,3.758654359,Self-talk,Coach-adjusted,13.86982678,76.18928061,3.064896277,High,69.18282976,40.09724049,12.15147697,99.12272313,66.52750938,75.39438116,65.67646883,59.45819928,76.4484575,4.99973809,11.29476662,7.838368961,13.26292961
17332,19.36184896,Male,Swimming,3.561081316,Self-talk,Coach-adjusted,18.00272008,46.77196196,10.60935857,Medium,60.7214253,75.18204769,53.74300932,91.60148462,76.83415164,58.63777526,79.95932593,88.10669131,88.17673105,7.956504676,11.62171267,11.41596063,11.489368
17333,21.65702991,Female,Athletics,2.494066792,Visualization,Feedback-based,10.73826552,29.35129094,7.532440732,Medium,80.94023734,62.15690236,83.84582097,57.77386185,90.82607955,71.29293052,80.78234895,87.89269714,55.3403028,10.60646702,18.90830916,5.172133218,11.69543414
17334,33.76097527,Male,Tennis,8.806580465,Goal-setting,Coach-adjusted,17.07349627,94.65658535,12.01624516,High,63.47160929,60.23331918,25.95899451,79.85541282,95.67193604,73.87257374,60.05970694,72.05504697,86.81017592,10.70755471,2.915267244,16.91298232,10.48225172
17335,24.29503629,Male,Tennis,3.71048365,Goal-setting,Feedback-based,6.870831955,60.15374284,8.740932407,High,94.58254207,72.17737524,29.10459764,63.89905852,100,77.26445694,58.32452128,91.95147256,66.50474547,11.05695655,6.751571534,12.93608005,15.19048028
17336,27.33278942,Male,Basketball,7.784815,Self-talk,Coach-adjusted,6.245010027,48.17850135,6.987234835,Low,56.12508774,67.88202012,26.88272156,52.31844165,65.32398887,37.54306097,85.5405418,60.53668781,80.11756401,6.458767009,11.17998262,18.29256544,10.80935332
17337,27.44171793,Female,Athletics,5.611481505,Goal-setting,AI-guided,11.58262549,58.48520133,7.79982124,Medium,86.08036033,54.78610408,36.59142855,82.96136058,84.36393961,83.66179239,71.60011857,71.76612486,70.17835199,6.174733981,16.77456204,14.43888736,12.57604
17338,28.63940609,Male,Tennis,5.232558084,Self-talk,Coach-adjusted,12.36973713,36.36400337,6.470655731,Low,68.76310539,74.94493506,52.64606044,55.19032214,84.49386083,86.19758693,82.31056182,71.54284373,94.88461872,13.38575508,12.44749287,14.83712035,15.53224705
17339,22.48232326,Female,Basketball,0,Mindfulness,Coach-adjusted,9.031905886,67.80347331,10.50074373,Low,54.81555848,65.38148161,71.1891507,90.82509994,80.79926051,57.26909098,52.90664906,78.78721915,86.5992804,2.94994395,10.38033463,16.80425067,13.31853526
17340,17.65772668,Female,Athletics,0.383475238,Visualization,AI-guided,11.42410237,42.18282161,4.555867689,Low,46.70749605,87.69131967,91.98889865,75.83316998,48.61164132,41.74827542,71.36745046,82.2844934,67.32590586,1.655173476,10.40706607,20.70474887,16.41663799
17341,36.3436279,Male,Athletics,2.418706206,Mindfulness,AI-guided,6.550152504,52.67255248,8.079387919,High,73.68690199,83.16387017,33.58319324,71.72472159,91.2377381,73.32448384,75.86640945,84.33506505,87.09139404,7.276460042,5.437728982,16.65021236,10.20384124
17342,32.43063336,Male,Football,0,Self-talk,Coach-adjusted,5.979545454,48.98693906,6.734129672,Low,53.87261464,71.9553056,68.79894894,50.5130984,74.57327271,55.57805956,92.62010571,89.52321814,91.02509365,6.667306892,5.576697813,22.52304717,19.07577922
17343,28.85176809,Female,Basketball,10.03822155,Cognitive Restructuring,Feedback-based,1.902502323,41.72581886,5.855333259,Low,61.36003743,64.6636143,16.87725004,70.83656008,59.44998842,73.73065746,89.73942168,53.41235215,100,15.57657557,4.918632344,4.839629956,15.24726533
17344,24.45790961,Male,Swimming,3.328149102,Cognitive Restructuring,AI-guided,16.24368289,69.59299077,7.738897728,High,53.37645031,77.75006802,50.74840274,77.56471964,100,42.21271667,67.99599802,85.24725961,72.46673052,5.519921407,8.43487372,16.93693114,16.64408026
17345,26.40554592,Male,Football,2.665481523,Visualization,Feedback-based,13.11243333,45.80317743,6.890967578,High,87.81265238,64.28649297,32.62602381,39.69006089,65.34464354,81.96012012,92.35291691,69.54899477,81.59438773,6.019159531,14.74199342,19.94169358,4.418970116
17346,24.72360806,Male,Athletics,4.138780358,Self-talk,Coach-adjusted,14.71438806,60.6352564,8.369779922,Medium,70.55465209,75.28967836,35.63058484,66.35142996,57.6460561,66.94554887,80.67041223,78.32479384,60.20111531,10.24016852,3.392092707,10.55939503,10.02081099
17347,25.30943305,Male,Tennis,7.984165948,Goal-setting,Feedback-based,20.30739221,50.6290134,4.89248135,Medium,92.39094531,60.63860646,23.87249099,83.32705133,55.36312041,67.22753126,75.3386092,62.34072059,63.08538933,2.193461309,15.87712775,8.864451294,15.81360377
17348,27.66774045,Male,Tennis,7.099083641,Goal-setting,Feedback-based,12.2962105,56.30717655,7.668784004,High,60.70106112,69.46922192,54.40765886,62.41145125,76.92974595,68.74429661,89.85408029,56.84932928,77.93475452,4.029011952,19.02397241,27.83468409,13.6756243
17349,30.1756646,Male,Athletics,0,Mindfulness,Feedback-based,4.953046945,59.82908957,6.757166638,Medium,73.89095667,70.15606428,59.44198194,50.02347135,77.93477535,57.05435544,100,84.70883805,65.44989749,7.02858255,12.40079133,15.12141873,8.84375407
17350,22.79281382,Male,Tennis,5.17286382,Self-talk,Coach-adjusted,7.671883119,71.41876092,5.46894975,Medium,88.7233944,75.36913566,69.63140757,86.83529298,76.29680148,45.38872339,82.22089963,77.624887,92.65459688,11.47627109,23.64962621,22.41424584,6.48547034
17351,29.42563906,Female,Swimming,8.188620571,Visualization,AI-guided,7.659891691,39.54336617,8.270909468,Medium,73.35870052,53.85828001,32.29996056,79.80599685,56.38837583,88.54652328,94.08980968,68.77225449,83.51489805,8.221342115,12.60115904,3.755444575,9.785644906
17352,22.71099305,Female,Basketball,5.133261821,Goal-setting,AI-guided,17.38993232,64.23583541,8.46995374,Low,60.0240958,74.6393642,43.51459647,76.73676674,79.38274955,64.15932979,99.96396019,69.85063973,77.52303287,9.181083618,9.889363835,22.63805755,16.79448117
17353,25.26053117,Female,Basketball,2.970490856,Goal-setting,Feedback-based,14.57000326,46.6468176,10.67148111,Medium,65.65823989,70.24935485,38.75509667,63.84712203,57.79153822,100,67.00642022,72.55085778,91.15239828,9.080001746,7.935885056,11.61809769,10.28667035
17354,22.40681227,Male,Tennis,4.208923311,Self-talk,Feedback-based,4.888785274,63.26760451,11.2363097,High,70.39471864,62.7108328,62.81746013,69.57471594,65.78334931,83.21875364,45.30392785,80.19264228,79.77727079,3.425750143,16.03475965,25.60144386,11.94577781
17355,27.65080038,Male,Basketball,3.130228525,Mindfulness,AI-guided,17.40027285,31.25907201,6.39719577,Low,82.27723238,64.73527471,63.81226444,93.09207491,64.63894091,74.58345145,93.42430096,85.14956704,79.32522367,0,0.424611336,16.22692583,11.97199629
17356,25.48313182,Female,Football,0.273640126,Visualization,Coach-adjusted,7.156341406,65.65639454,6.232195026,High,67.25035294,62.30357197,43.07798469,60.45028662,85.6281447,46.58480493,86.41900406,87.41333706,76.45744059,7.600000378,6.4820178,15.47203723,13.88778651
17357,21.86323743,Female,Athletics,2.497026066,Mindfulness,AI-guided,16.17279177,57.91353052,8.572883681,High,81.04113173,64.7863834,44.11875328,43.82431137,63.55066835,62.96381899,67.54187699,57.48754566,62.26096983,12.40344832,8.356354606,15.65939998,15.51197189
17358,18.33972744,Male,Athletics,6.612476211,Visualization,Coach-adjusted,13.09413475,90.19114432,7.367981297,Low,70.20670137,58.50542323,20.09660553,89.73377538,98.46492279,66.9054678,61.87901945,82.4448359,74.63295612,7.285990495,11.80442104,18.2940804,10.81448239
17359,23.44468383,Male,Tennis,5.622644537,Visualization,Feedback-based,12.50300998,84.05551788,3.726147529,Low,89.74714391,61.46934128,44.24423636,96.85766572,84.88442645,77.06588448,61.04835238,69.68620837,65.52423911,6.127197536,7.518768422,21.40887629,14.77804998
17360,28.69927324,Male,Athletics,0.893277869,Self-talk,AI-guided,19.76905746,63.11766019,6.343305556,Medium,71.88112514,66.29648763,60.86096257,72.0314595,68.22716873,43.89764922,72.24275715,85.96953727,72.82097097,6.76121659,6.254093017,7.267011988,9.180755255
17361,26.54301197,Male,Football,5.278715369,Mindfulness,Feedback-based,11.43879965,24.27934175,5.769293337,High,65.03552157,81.33706424,40.1258881,85.64842203,72.49904223,67.59269131,68.92596505,94.07533638,80.66161064,4.931326107,23.63539521,13.88407682,10.17917243
17362,28.17915935,Female,Tennis,2.83117652,Self-talk,Feedback-based,13.47448899,72.83596036,2.097345002,Low,97.1301889,57.55362796,43.11881502,73.68791782,73.91703334,87.77611244,71.96827711,79.62097608,80.19350295,7.733090347,10.49093116,17.16844573,9.273884144
17363,34.69877238,Female,Swimming,0,Mindfulness,Coach-adjusted,23.90818815,40.78734833,8.472799676,Medium,96.78580117,68.92337302,38.08706375,78.30459603,89.31359291,80.53116561,60.94921908,93.01055617,89.00276704,3.193966637,5.242850283,22.99592956,11.95471331
17364,28.94104851,Female,Tennis,4.486518018,Mindfulness,Feedback-based,16.13737382,62.25487477,5.38397457,High,79.3645378,61.72775104,39.8199901,84.93616177,67.83327498,47.734496,76.0158126,86.97294062,79.78349435,0,15.34099263,14.67095816,6.095897784
17365,23.48348671,Male,Tennis,0.622839339,Cognitive Restructuring,Feedback-based,15.41573649,53.48910583,5.807926466,Medium,62.57654115,77.03329679,48.8482729,65.12450675,40.07279665,83.59601948,57.04676004,66.87332357,31.05350419,2.924988186,10.91816617,19.41956356,16.03778528
17366,29.69428136,Female,Basketball,7.247673405,Visualization,AI-guided,9.463686995,54.44176592,9.63482668,Low,81.63845823,87.51137381,70.39245956,57.03472025,67.7042046,33.86040968,59.34321774,72.94323509,93.11966467,2.203491755,14.27811508,14.87449675,16.45937898
17367,29.90425248,Male,Swimming,3.004559598,Self-talk,Feedback-based,13.78373141,65.51815589,7.418406658,Low,80.89132811,62.18808435,33.2320733,64.64103744,84.2121213,69.99790077,72.39425176,77.78915807,86.82353684,9.951586828,8.164382892,9.641037373,13.22900925
17368,11.79893107,Male,Athletics,10.17527238,Goal-setting,Feedback-based,22.27280678,60.04160541,6.027881118,Medium,60.63583964,45.92291836,45.28827441,69.45754681,68.12324161,40.52985943,56.60584093,64.4735857,71.41389458,11.98747723,18.86519748,15.68472011,8.287123589
17369,25.23256746,Male,Tennis,0,Goal-setting,Feedback-based,13.09561469,75.85003782,8.873031756,High,70.92821895,93.40427143,31.33075351,63.8158981,52.40630882,76.42585641,78.81434442,89.76071222,78.94941026,11.01485742,8.857067463,5.692700157,12.92012257
17370,20.06259324,Female,Basketball,6.804015395,Self-talk,Feedback-based,22.81854063,63.5676697,9.315922941,Low,84.0806343,63.53696471,38.74195645,48.21098445,69.86547637,53.53629595,79.13752484,69.08675795,100,13.31921487,11.34984525,17.52917156,8.002469644
17371,33.41517381,Female,Football,1.353276985,Self-talk,Feedback-based,12.40914335,67.22210143,8.887175119,High,85.54312622,70.54278736,20.1023655,87.06665054,80.27492406,72.51614895,78.5557878,87.350233,76.34451752,17.45831007,22.44571105,20.25097123,14.74785578
17372,36.49660535,Female,Basketball,5.854754902,Goal-setting,Feedback-based,8.056448095,71.41107333,3.402095961,Medium,66.39661398,75.00536048,51.4562584,88.67093598,66.1878999,24.50223096,62.63860849,77.02970759,58.84204322,12.62335843,20.41595143,10.86068434,10.80234119
17373,31.80753606,Female,Basketball,7.785447997,Mindfulness,Coach-adjusted,9.657131635,82.72691559,8.489637499,Medium,87.60798342,50.11391693,72.92517811,34.39136533,64.43625437,41.11563275,70.82172433,74.09166135,68.52612451,6.754643744,15.62423271,24.03604539,19.08345443
17374,25.72906163,Female,Swimming,3.298838974,Goal-setting,Feedback-based,12.54546045,92.23111898,8.438416822,Low,60.03486813,83.80216088,26.49138424,75.13307629,80.2693649,85.00830681,79.7286338,68.11933935,68.75529215,2.944867455,10.93493092,12.77325216,6.436985378
17375,27.87812977,Female,Football,5.900822709,Self-talk,Feedback-based,8.620908534,45.01363937,10.79442586,Medium,76.07270487,51.78072386,21.97401085,88.78763111,83.24839839,45.44131959,80.58778104,64.85452269,66.21519822,11.11333651,17.56975575,21.49553783,10.75050648
17376,20.93010747,Female,Football,1.642803256,Self-talk,Feedback-based,16.15720498,69.11630766,8.428142424,Medium,57.63703311,98.96835506,37.61683206,72.29668999,68.05993983,64.38986354,85.44829116,72.82618248,73.08290513,7.499482111,13.32956677,18.07113513,16.46431282
17377,23.51902213,Male,Football,6.04682964,Cognitive Restructuring,AI-guided,17.61833658,56.24933933,7.425383631,Low,83.30432791,58.58627494,22.12628467,38.97951642,76.01085588,66.11962577,74.20667732,90.59510269,63.87837214,8.518338866,6.732658846,22.42142883,8.667419307
17378,21.38614293,Female,Swimming,9.885004076,Goal-setting,Coach-adjusted,9.271745774,67.9565567,1.380507031,Low,98.78900814,57.93970437,40.2277914,71.0674927,37.3014724,37.58801825,67.45853653,61.16994474,63.31855128,6.832370962,18.24610113,20.47930216,8.193839135
17379,26.42469957,Male,Tennis,5.395643997,Self-talk,AI-guided,16.70919436,70.19063777,6.700972462,Low,82.30818863,65.9486493,49.41286582,93.89280457,83.73761244,52.6506602,75.55213127,87.83192154,52.08566626,5.286501558,14.0267417,15.17487544,15.22387778
17380,22.26411161,Female,Swimming,1.301549991,Cognitive Restructuring,Coach-adjusted,8.514881877,70.5434529,8.23628936,Low,67.19697844,72.3083099,33.15175425,57.28836844,71.11432145,42.74514905,54.06181182,70.10569397,86.5142783,2.282352454,15.80817238,24.21379738,8.410658295
17381,26.03034573,Male,Swimming,0,Mindfulness,AI-guided,19.43314304,50.97321047,6.334404693,Low,47.13512925,80.12538728,43.08246036,59.23045517,76.36980014,63.42652922,72.94474038,80.77683232,72.41645326,8.478377769,1.077203154,19.59284764,7.089680507
17382,24.83685923,Male,Swimming,12.15112955,Goal-setting,Feedback-based,14.95589688,48.99743214,7.21302006,Medium,77.05944097,64.68968646,11.22410319,65.1506221,79.94628158,42.80531341,77.58583377,62.86926561,87.89122678,7.763567065,7.359500434,0.306238738,13.72029881
17383,26.76451867,Female,Basketball,5.540792047,Self-talk,Coach-adjusted,13.91224099,66.03201615,8.315209939,Medium,80.87012825,70.97111344,46.95115963,28.17867019,88.07637415,47.69558111,85.67036222,81.08959969,88.15822172,10.43493122,10.18507346,16.18788167,11.74056363
17384,21.16508678,Female,Athletics,5.378782583,Self-talk,Feedback-based,10.14277551,70.56291422,4.283147225,Medium,90.21691036,71.02648069,37.34926844,100,75.98843026,68.85533278,67.79984794,83.37001152,66.60637375,0,15.79843808,16.12207883,6.04924563
17385,21.61304895,Male,Football,4.129704975,Mindfulness,Feedback-based,16.95753928,56.21988786,7.358097122,Medium,100,54.86905768,52.34557803,59.7666516,63.81208091,70.29509713,80.52378716,79.73206275,64.22452777,4.024358458,0.054359321,20.26664326,5.589545662
17386,25.13895542,Male,Basketball,3.855656306,Self-talk,Feedback-based,13.8416696,48.85590582,7.322760441,Medium,51.53925541,68.0624529,21.37641263,57.8046666,78.01348321,63.87264075,82.00599624,82.75526895,55.52708123,7.25980272,13.72552243,12.77626388,12.90436478
17387,19.82794749,Male,Football,5.277369883,Self-talk,Feedback-based,9.529137614,34.29139003,7.912120821,Medium,68.40573664,43.18313912,32.95590061,74.13059401,69.22138139,76.40406292,89.70486571,68.74133331,84.64336023,9.052136445,0.03951961,22.3988676,4.54656938
17388,23.91861491,Female,Swimming,4.132232358,Goal-setting,AI-guided,7.297474812,56.64983438,8.754181129,Medium,86.88051223,85.23073783,58.35324893,73.27371545,68.08415718,65.32215107,80.26753816,81.30881496,83.83673911,3.211560001,15.22653094,10.91986649,15.93148515
17389,22.76047,Female,Basketball,1.154812559,Self-talk,Feedback-based,19.00831199,23.34787212,5.7352834,Low,68.38384028,62.46411679,40.82081431,56.98914793,80.193381,56.7036113,59.17037367,76.79452205,76.47927135,5.332684859,6.160634324,13.24569785,11.29575273
17390,19.43502394,Male,Swimming,9.993348987,Self-talk,Feedback-based,7.744169465,31.17537654,7.883974341,Medium,76.16073733,62.26772528,36.32717183,72.55930155,57.09368356,67.16093867,82.38383595,84.48801122,57.77942962,6.635092475,10.6873161,18.42809721,7.487595074
17391,21.21717681,Male,Swimming,1.688948673,Mindfulness,Feedback-based,20.77212538,65.51837896,5.784862427,High,63.63182568,100,53.41754226,92.27977972,89.05718877,96.61634225,71.34502925,60.24430135,95.52653172,10.77419154,6.548768283,19.02726727,15.45701603
17392,24.78156388,Male,Athletics,2.65107815,Mindfulness,AI-guided,5.355281446,57.34264293,6.389102166,Low,79.89363837,51.86264638,44.76900891,54.12627052,87.51637442,80.06555622,52.86594983,70.84684804,75.04646178,13.60000388,2.863749648,22.48160935,13.8933659
17393,23.1897812,Male,Tennis,0.747703155,Visualization,Feedback-based,20.58456267,53.71382396,10.50990889,Low,78.44380729,48.90112527,55.68589204,71.56210076,83.70905065,67.20969382,85.84079681,54.22218001,76.39768229,8.28136146,9.654164262,7.525119095,16.85247004
17394,29.33434637,Female,Athletics,6.998372582,Visualization,Coach-adjusted,15.22396031,76.23645889,9.540924993,Medium,79.04509727,66.13078327,46.80049635,75.12188244,71.81198623,44.53972427,61.62174408,69.17977298,58.40574994,8.078653486,20.80083975,17.50012956,11.88796588
17395,29.0630257,Female,Athletics,2.70978956,Mindfulness,Feedback-based,6.976516672,54.70922433,5.482303279,Low,66.6917186,64.77162653,20.22426736,77.13475409,81.89655614,91.16109398,62.75979439,91.56056293,73.39423912,13.58021459,12.67239514,5.788761968,17.62346501
17396,18.17758577,Female,Football,7.046200955,Goal-setting,AI-guided,11.63986435,19.42204163,7.871802169,High,99.66087496,62.45905966,43.20443055,100,69.34801899,80.77006431,77.81334813,76.96358823,82.5500158,12.28301906,5.274346311,11.16753719,21.79075948
17397,25.55976587,Female,Swimming,8.419048085,Goal-setting,Coach-adjusted,10.2927164,80.46258928,7.812678872,Low,79.72190798,100,19.69050079,47.23739224,69.96430449,64.17722179,93.85648847,90.7916994,68.95566624,7.847858073,5.278704677,18.96119683,3.999397553
17398,27.51938477,Male,Swimming,7.467942819,Goal-setting,AI-guided,12.05952236,74.54513398,5.799787725,High,75.99337972,59.65390985,38.33702724,92.3226094,90.2872161,51.49438495,60.48793846,91.99564534,52.22975509,3.290870919,11.71090919,10.11751057,10.68338705
17399,26.15087094,Female,Tennis,3.471740035,Mindfulness,Coach-adjusted,12.80460605,83.40954467,6.714216825,Medium,83.07316512,53.34175272,28.04076839,76.91206749,69.6980981,28.48181949,71.95424265,76.18998853,90.2715764,6.520532836,6.618784734,16.64263619,13.36824118
17400,33.0144403,Female,Athletics,0,Goal-setting,AI-guided,13.55924487,70.08942907,8.40072598,Medium,62.45004475,71.53769487,38.77587351,46.24460234,72.10061956,98.30322409,67.16249482,76.35725838,58.0779363,4.906884853,13.3974877,13.6051398,7.80090224
17401,19.35798291,Female,Football,3.09234452,Mindfulness,AI-guided,8.180759259,66.0829014,11.07858352,Medium,64.51151843,65.30979385,69.90105199,61.89538651,54.63612945,64.04918507,79.0688512,75.72753718,80.01381837,10.31743779,5.183440649,16.93189594,8.49467437
17402,30.23879143,Female,Athletics,0.570868846,Self-talk,Feedback-based,2.073673156,46.56400924,5.191857106,Low,86.23270466,63.34191811,32.12666443,73.40702843,66.43921278,72.53161558,74.31086265,83.69917001,75.03486785,17.88522691,11.028812,13.94792957,12.64632508
17403,20.0601696,Male,Athletics,5.436498564,Mindfulness,Feedback-based,16.84006083,63.90275746,6.780391877,Medium,93.06272011,63.19032223,48.68953769,61.66538803,79.48540333,85.08543813,87.62237323,76.14899938,78.23615745,4.293864608,10.91335177,8.355519361,9.066414139
17404,32.72068198,Female,Swimming,9.101574752,Self-talk,Feedback-based,7.798970873,64.00432931,8.629607612,Low,78.10040497,53.96933722,49.9237653,58.67445168,71.65794847,38.02279653,57.64584705,57.63315308,81.01800431,8.956508934,2.330334957,14.06582056,14.69902103
17405,23.57360546,Male,Athletics,4.428235566,Visualization,Feedback-based,11.94083688,48.74819891,12.15918203,Low,64.72158619,66.87538142,42.25854422,100,67.78599377,61.43350044,75.78269243,91.92284541,94.26621381,3.534394778,0,5.163227958,9.366306026
17406,16.76730689,Female,Swimming,2.832105403,Goal-setting,AI-guided,17.21390803,57.53713853,3.797876782,Low,77.29822558,73.61113551,13.61966718,66.9521801,70.26651088,69.0577774,71.405755,64.19286609,80.15470029,5.704529917,15.78903515,15.89352225,15.86416506
17407,22.22348824,Male,Tennis,8.092878368,Self-talk,AI-guided,15.41237291,43.20367384,7.690943794,Low,99.00765669,65.9754368,42.99101457,45.76304768,93.53189544,55.65681296,85.25927534,72.58694721,81.42848474,5.046078155,6.895678767,13.07405877,11.5476368
17408,27.58343099,Male,Athletics,1.622797582,Self-talk,AI-guided,12.29151173,66.0239375,8.341256596,Low,72.25421121,41.70034758,16.91687547,70.73643334,67.97302667,57.1402883,66.78629449,74.72486648,64.91134473,15.41843199,7.68842193,18.70787581,9.551170577
17409,24.35756913,Female,Athletics,8.184847581,Cognitive Restructuring,Coach-adjusted,16.17385,50.32671154,6.851301294,Low,56.35589307,61.74670782,73.87495661,72.93961251,77.16579295,46.66206714,57.37527724,64.39117656,72.41807416,8.167202969,11.15383691,14.16748617,14.71374452
17410,26.7607235,Female,Football,3.279217251,Mindfulness,AI-guided,12.36579178,83.99735816,3.583351144,Medium,65.50876868,75.97027629,23.75878689,49.3788716,66.43955873,71.52391384,80.81783935,86.2924135,80.66382919,4.932287581,7.588590759,15.43879812,16.67437124
17411,24.9620654,Male,Football,3.180870425,Self-talk,AI-guided,14.18279114,78.06151113,7.321071848,Medium,100,78.40490143,57.87353423,56.1478919,58.58702382,82.06200487,83.71689827,82.82259529,85.14094499,9.435362947,9.832432917,23.55524151,10.37339511
17412,25.58883407,Male,Basketball,6.541464055,Mindfulness,Coach-adjusted,16.45719336,68.28961155,8.005961851,Medium,100,56.46116002,25.02108796,60.70754959,94.54434075,53.3167309,52.3291526,75.01713576,67.44243313,9.404703748,4.565399603,7.755297047,10.27336869
17413,22.42753677,Female,Basketball,4.567915305,Goal-setting,Coach-adjusted,9.902375224,49.89722801,7.766999474,Low,61.30249385,73.90822539,17.64918078,82.49372647,80.26156825,45.85885997,92.81022879,75.22442104,59.87422539,10.33867113,11.42910838,14.82196274,14.85949537
17414,32.54821479,Female,Tennis,9.097477409,Mindfulness,Coach-adjusted,9.353532432,39.67743364,7.561988543,Low,64.58984097,79.61276245,16.41425308,99.70687197,61.21151352,70.28943923,81.20020915,57.78097723,96.91033276,6.092313657,23.11496519,20.75072194,18.62654026
17415,25.86524059,Male,Tennis,5.889706545,Visualization,Feedback-based,9.575503291,43.57077851,8.211796283,Low,67.46572297,72.23053741,36.10129097,38.42627973,96.49847234,61.48394259,73.41139338,87.64233348,73.60304383,6.737989301,6.341661734,13.95708684,8.460640699
17416,17.43855033,Male,Basketball,6.59358168,Mindfulness,AI-guided,8.368027964,52.99113972,6.474247528,High,97.09621732,63.30027081,37.50952606,75.90872305,60.50429511,60.27984627,94.30598981,72.41158529,100,12.23070908,5.158002694,7.554084699,20.70584606
17417,26.89983345,Female,Basketball,2.461497056,Self-talk,AI-guided,18.30833741,46.95893129,9.131397898,Medium,90.78687837,72.1667997,49.88924402,51.50294227,55.27205792,96.28150511,70.46366653,40.14137102,98.69334299,3.941207606,8.021494086,16.43245951,16.1001577
17418,24.6728088,Male,Tennis,5.291107629,Goal-setting,AI-guided,7.127176322,71.23162533,8.326109471,Low,72.71969506,61.01831684,30.15815036,65.73924123,91.19624888,67.98875398,100,71.81240656,70.2851099,3.34905273,8.905030537,21.41871038,15.12670879
17419,30.36523876,Female,Athletics,7.695920647,Visualization,Coach-adjusted,10.68322024,85.70262388,9.711995993,High,66.8317613,87.02678367,39.53252597,70.24789388,95.42215823,41.31412458,69.45038822,69.76739787,72.21599006,11.42639107,5.448160142,12.30197,18.08414282
17420,31.27272993,Male,Athletics,4.104416672,Self-talk,Coach-adjusted,14.39186442,84.75725191,5.081829185,High,86.14330659,65.63633069,44.48850515,86.0480292,61.86945969,85.86663159,71.04445372,71.95158949,74.20249218,5.116174116,6.981855707,13.7725162,10.92346479
17421,24.12617654,Male,Tennis,5.476128887,Self-talk,Coach-adjusted,16.75067585,18.86699389,7.061876673,Low,59.16054964,65.8869491,38.26313386,78.0448986,76.09512724,35.64885461,92.50266441,75.46125453,81.5485109,10.09944111,6.15391156,22.99813516,12.79170026
17422,24.88239582,Male,Basketball,0.850114893,Visualization,AI-guided,8.534931519,69.31943103,5.300520162,Low,78.91025878,69.57965696,43.75290489,62.26491867,38.44423162,73.44112167,79.22217579,70.55743595,81.2641975,4.197394815,9.063684155,10.96787751,10.13819765
17423,32.45912402,Female,Athletics,3.36310702,Mindfulness,Feedback-based,2.933166211,71.53289579,9.524722995,Low,96.36494051,83.45872705,31.35462029,100,61.87394125,54.60567849,78.70225758,92.61421643,79.97496537,0,18.03530146,20.89609857,15.38583588
17424,25.34339923,Male,Basketball,2.704888899,Mindfulness,Coach-adjusted,7.083335823,37.18973875,8.298835855,High,67.67714117,100,47.74277894,81.67982973,64.88131641,66.1686302,73.3713849,81.06200288,61.51537803,6.023425212,15.63450075,13.08334721,12.91206488
17425,18.46224834,Male,Basketball,0.244819457,Cognitive Restructuring,AI-guided,20.05113953,78.22793192,6.452021698,Medium,65.94856888,76.25789443,10.45881677,81.65845425,85.40312279,38.50532676,97.08563698,86.25368229,88.62588404,7.878554941,9.482235543,26.2533141,14.10915657
